Fecha,Medio,Importe
20/01/2020,FM 95.1 METRO," $ 512.435,00 "
20/01/2020,AM 790 RADIO MITRE," $ 480.000,00 "
20/01/2020,FM 99.9 LA 100," $ 406.560,00 "
20/01/2020,AM 990 LA 990," $ 310.495,68 "
20/01/2020,AM 790 RADIO MITRE," $ 258.456,00 "
20/01/2020,FM 95.9 ROCK AND POP," $ 215.622,00 "
20/01/2020,AM 550 RADIO COLONIA," $ 143.388,63 "
20/01/2020,FM 97.9 CULTURA," $ 87.609,60 "
20/01/2020,FM 97.9 CULTURA," $ 58.752,00 "
20/01/2020,FM 94.3 RADIO DISNEY," $ 47.970,45 "
20/01/2020,AM 790 RADIO MITRE," $ 32.832,00 "
20/01/2020,FM 106.7 MILENIUM," $ 28.339,20 "
20/01/2020,FM 97.9 CULTURA," $ 23.232,00 "
21/01/2020,AM 790 RADIO MITRE," $ 480.000,00 "
21/01/2020,AM 790 RADIO MITRE," $ 312.400,00 "
21/01/2020,AM 790 RADIO MITRE," $ 312.400,00 "
21/01/2020,AM 630 RIVADAVIA," $ 93.840,00 "
21/01/2020,AM 710 RADIO DIEZ," $ 49.000,00 "
21/01/2020,AM 710 RADIO DIEZ," $ 49.000,00 "
21/01/2020,AM 790 RADIO MITRE," $ 23.500,80 "
21/01/2020,AM 790 RADIO MITRE," $ 21.780,00 "
21/01/2020,AM 790 RADIO MITRE," $ 20.000,00 "
21/01/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
21/01/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
21/01/2020,FM 106.7 MILENIUM," $ 13.068,00 "
21/01/2020,FM 97.9 CULTURA," $ 12.000,00 "
21/01/2020,FM 97.9 CULTURA," $ 12.000,00 "
21/01/2020,FM 106.7 MILENIUM," $ 10.300,00 "
21/01/2020,FM 106.7 MILENIUM," $ 10.300,00 "
22/01/2020,AM 790 RADIO MITRE," $ 20.000,00 "
22/01/2020,FM 97.9 CULTURA," $ 17.424,00 "
23/01/2020,FM 99.9 LA 100," $ 326.700,00 "
23/01/2020,FM 95.9 ROCK AND POP," $ 174.693,75 "
23/01/2020,FM 95.1 METRO," $ 174.693,75 "
23/01/2020,AM 630 RIVADAVIA," $ 64.686,60 "
23/01/2020,FM 103.1 RADIO UNO," $ 40.761,88 "
23/01/2020,FM 94.3 RADIO DISNEY," $ 39.204,00 "
23/01/2020,AM 550 RADIO COLONIA," $ 32.343,30 "
23/01/2020,FM 106.7 MILENIUM," $ 17.278,00 "
23/01/2020,FM 106.7 MILENIUM," $ 17.278,00 "
27/01/2020,AM 570 Radio Argentina," $ 36.000,00 "
27/01/2020,AM 570 Radio Argentina," $ 36.000,00 "
28/01/2020,FM 98.3 MEGA," $ 575.960,00 "
28/01/2020,FM 101.5 POP," $ 566.280,00 "
28/01/2020,FM 89.9 RADIO CON VOS," $ 499.125,00 "
28/01/2020,AM 950 CNN," $ 313.390,00 "
28/01/2020,AM 910 LA RED," $ 275.880,00 "
28/01/2020,FM 97.5 VALE," $ 266.200,00 "
28/01/2020,FM 100.7 BLUE," $ 235.950,00 "
28/01/2020,FM 89.1 OKTUBRE," $ 156.351,36 "
28/01/2020,AM 750," $ 145.955,04 "
28/01/2020,FM 105.5 LOS 40 PRINCIPALES," $ 105.980,88 "
28/01/2020,FM 102.3 ASPEN," $ 102.245,00 "
28/01/2020,FM 101.9 RADIO PERFIL," $ 79.714,80 "
28/01/2020,FM 90.3 Radio Delta," $ 74.250,00 "
28/01/2020,FM 90.3 Radio Delta," $ 69.300,00 "
28/01/2020,FM 90.3 Radio Delta," $ 66.990,00 "
28/01/2020,FM 90.3 Radio Delta," $ 60.984,00 "
28/01/2020,AM 710 RADIO DIEZ," $ 57.750,00 "
28/01/2020,FM 90.3 Radio Delta," $ 41.731,20 "
28/01/2020,FM 90.3 Radio Delta," $ 34.003,20 "
28/01/2020,FM 90.3 Radio Delta," $ 33.264,00 "
28/01/2020,FM 90.3 Radio Delta," $ 25.000,00 "
28/01/2020,FM 101.1 LATINA," $ 20.418,75 "
28/01/2020,FM 90.3 Radio Delta," $ 17.001,60 "
28/01/2020,FM 90.3 Radio Delta," $ 13.860,00 "
30/01/2020,FM 92.1 VORTERIX," $ 159.720,00 "
30/01/2020,FM 90.3 Radio Delta," $ 89.100,00 "
30/01/2020,FM 90.3 Radio Delta," $ 83.160,00 "
30/01/2020,FM 90.3 Radio Delta," $ 80.388,00 "
30/01/2020,FM 90.3 Radio Delta," $ 73.180,80 "
30/01/2020,AM 710 RADIO DIEZ," $ 69.300,00 "
30/01/2020,FM 90.3 Radio Delta," $ 50.077,44 "
30/01/2020,FM 90.3 Radio Delta," $ 40.803,84 "
30/01/2020,FM 90.3 Radio Delta," $ 39.916,80 "
30/01/2020,FM 90.3 Radio Delta," $ 30.000,00 "
30/01/2020,FM 90.3 Radio Delta," $ 20.401,92 "
30/01/2020,FM 90.3 Radio Delta," $ 16.632,00 "
31/01/2020,FM 97.9 CULTURA," $ 87.609,60 "
31/01/2020,FM 97.9 CULTURA," $ 58.752,00 "
31/01/2020,AM 710 RADIO DIEZ," $ 42.000,00 "
31/01/2020,AM 710 RADIO DIEZ," $ 42.000,00 "
31/01/2020,AM 790 RADIO MITRE," $ 32.832,00 "
31/01/2020,FM 106.7 MILENIUM," $ 28.339,20 "
31/01/2020,AM 870 RADIO NACIONAL," $ 25.000,00 "
31/01/2020,FM 106.7 MILENIUM," $ 25.000,00 "
31/01/2020,AM 790 RADIO MITRE," $ 23.500,80 "
31/01/2020,FM 97.9 CULTURA," $ 23.232,00 "
31/01/2020,AM 790 RADIO MITRE," $ 21.780,00 "
31/01/2020,FM 106.7 MILENIUM," $ 21.780,00 "
31/01/2020,FM 97.9 CULTURA," $ 17.424,00 "
31/01/2020,FM 106.7 MILENIUM," $ 13.068,00 "
01/02/2020,AM 870 RADIO NACIONAL," $ 25.000,00 "
01/02/2020,FM 106.7 MILENIUM," $ 25.000,00 "
01/02/2020,FM 106.7 MILENIUM," $ 21.780,00 "
03/02/2020,FM 101.5 POP," $ 235.950,00 "
03/02/2020,FM 89.9 RADIO CON VOS," $ 207.968,75 "
03/02/2020,AM 950 CNN," $ 72.600,00 "
03/02/2020,FM 95.9 ROCK AND POP," $ 72.000,00 "
03/02/2020,FM 95.9 ROCK AND POP," $ 72.000,00 "
03/02/2020,FM 95.9 ROCK AND POP," $ 72.000,00 "
03/02/2020,FM 95.9 ROCK AND POP," $ 72.000,00 "
03/02/2020,AM 1220  ECO MEDIOS," $ 17.424,00 "
03/02/2020,AM 1220  ECO MEDIOS," $ 17.424,00 "
03/02/2020,FM 95.5 CONCEPTO," $ 9.500,00 "
03/02/2020,FM 95.5 CONCEPTO," $ 9.500,00 "
04/02/2020,FM 97.9 CULTURA," $ 21.400,00 "
04/02/2020,FM 97.9 CULTURA," $ 20.000,00 "
04/02/2020,FM 97.9 CULTURA," $ 19.250,00 "
04/02/2020,FM 97.9 CULTURA," $ 18.480,00 "
04/02/2020,FM 97.9 CULTURA," $ 16.800,00 "
04/02/2020,FM 97.9 CULTURA," $ 16.500,00 "
04/02/2020,FM 97.9 CULTURA," $ 14.000,00 "
04/02/2020,FM 97.9 CULTURA," $ 14.000,00 "
05/02/2020,FM 103.1 RADIO ONE," $ 425.920,00 "
07/02/2020,FM 101.1 LATINA," $ 25.000,00 "
07/02/2020,FM 101.1 LATINA," $ 21.000,00 "
07/02/2020,AM 1220  ECO MEDIOS," $ 11.000,00 "
10/02/2020,FM 101.1 LATINA," $ 25.000,00 "
10/02/2020,FM 101.1 LATINA," $ 21.000,00 "
11/02/2020,AM 790 RADIO MITRE," $ 42.900,00 "
11/02/2020,FM 106.7 MILENIUM," $ 25.000,00 "
11/02/2020,FM 106.7 MILENIUM," $ 23.400,00 "
11/02/2020,FM 106.7 MILENIUM," $ 21.600,00 "
11/02/2020,FM 106.7 MILENIUM," $ 18.000,00 "
11/02/2020,FM 106.7 MILENIUM," $ 16.000,00 "
11/02/2020,AM 630 RIVADAVIA," $ 15.000,00 "
11/02/2020,AM 630 RIVADAVIA," $ 15.000,00 "
11/02/2020,FM 106.7 MILENIUM," $ 14.400,00 "
11/02/2020,FM 106.7 MILENIUM," $ 14.040,00 "
11/02/2020,FM 106.7 MILENIUM," $ 13.068,00 "
11/02/2020,FM 106.7 MILENIUM," $ 12.000,00 "
12/02/2020,AM 1030 DEL PLATA," $ 30.000,00 "
14/02/2020,FM 95.1 METRO," $ 559.020,00 "
14/02/2020,FM 99.9 LA 100," $ 435.600,00 "
14/02/2020,AM 990 LA 990," $ 349.254,40 "
14/02/2020,AM 790 RADIO MITRE," $ 312.664,00 "
14/02/2020,FM 95.9 ROCK AND POP," $ 269.527,50 "
14/02/2020,FM 94.3 RADIO DISNEY," $ 78.516,90 "
17/02/2020,FM 102.3 ASPEN," $ 511.225,00 "
17/02/2020,FM 100.7 BLUE," $ 233.772,00 "
17/02/2020,AM 590 CONTINENTAL," $ 156.525,60 "
17/02/2020,FM 101.9 RADIO PERFIL," $ 111.600,72 "
17/02/2020,FM 101.1 LATINA," $ 105.270,00 "
17/02/2020,FM 102.1 LA PATRIADA," $ 34.848,00 "
17/02/2020,FM 106.7 MILENIUM," $ 25.000,00 "
17/02/2020,FM 106.7 MILENIUM," $ 23.400,00 "
17/02/2020,FM 106.7 MILENIUM," $ 21.600,00 "
17/02/2020,FM 106.7 MILENIUM," $ 18.000,00 "
17/02/2020,FM 106.7 MILENIUM," $ 16.000,00 "
17/02/2020,FM 106.7 MILENIUM," $ 14.400,00 "
17/02/2020,FM 106.7 MILENIUM," $ 13.068,00 "
18/02/2020,AM 790 RADIO MITRE," $ 42.900,00 "
18/02/2020,AM 1450 EL SOL," $ 34.303,50 "
18/02/2020,FM 106.7 MILENIUM," $ 14.040,00 "
18/02/2020,FM 106.7 MILENIUM," $ 12.000,00 "
26/02/2020,FM 93.1 LATE," $ 34.577,93 "
27/02/2020,FM 102.3 ASPEN," $ 459.316,00 "
27/02/2020,AM 910 LA RED," $ 55.000,00 "
27/02/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
27/02/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
28/02/2020,AM 910 LA RED," $ 55.000,00 "
28/02/2020,FM 97.9 CULTURA," $ 12.000,00 "
28/02/2020,FM 97.9 CULTURA," $ 12.000,00 "
03/03/2020,AM 710 RADIO DIEZ," $ 585.640,00 "
03/03/2020,FM 98.3 MEGA," $ 575.960,00 "
03/03/2020,FM 103.1 RADIO ONE," $ 452.540,00 "
03/03/2020,FM 89.9 RADIO CON VOS," $ 348.722,00 "
03/03/2020,FM 97.5 VALE," $ 338.800,00 "
03/03/2020,AM 950 CNN," $ 303.710,00 "
03/03/2020,FM 101.1 LATINA," $ 20.000,00 "
04/03/2020,AM 790 RADIO MITRE," $ 685.344,00 "
04/03/2020,FM 99.9 LA 100," $ 435.600,00 "
04/03/2020,FM 95.1 METRO," $ 366.025,00 "
04/03/2020,FM 95.9 ROCK AND POP," $ 363.862,13 "
04/03/2020,AM 910 LA RED," $ 312.180,00 "
04/03/2020,AM 990 LA 990," $ 209.552,64 "
04/03/2020,AM 590 CONTINENTAL," $ 111.804,00 "
04/03/2020,FM 105.5 LOS 40 PRINCIPALES," $ 111.804,00 "
04/03/2020,FM 94.3 RADIO DISNEY," $ 86.510,16 "
04/03/2020,AM 630 RIVADAVIA," $ 80.858,25 "
04/03/2020,AM 550 RADIO COLONIA," $ 79.860,00 "
05/03/2020,FM 101.5 POP," $ 629.200,00 "
05/03/2020,AM 710 RADIO DIEZ," $ 425.920,00 "
05/03/2020,FM 92.1 VORTERIX," $ 410.927,62 "
05/03/2020,FM 101.5 POP," $ 251.680,00 "
05/03/2020,FM 89.9 RADIO CON VOS," $ 251.559,00 "
05/03/2020,AM 750," $ 235.224,00 "
05/03/2020,AM 950 CNN," $ 199.650,00 "
05/03/2020,FM 89.1 OKTUBRE," $ 138.772,48 "
05/03/2020,FM 97.5 VALE," $ 96.800,00 "
06/03/2020,AM 1220  ECO MEDIOS," $ 16.000,00 "
06/03/2020,AM 1220  ECO MEDIOS," $ 16.000,00 "
09/03/2020,FM 97.9 CULTURA," $ 21.400,00 "
09/03/2020,FM 97.9 CULTURA," $ 20.000,00 "
09/03/2020,FM 97.9 CULTURA," $ 19.250,00 "
09/03/2020,FM 97.9 CULTURA," $ 18.480,00 "
09/03/2020,FM 97.9 CULTURA," $ 16.800,00 "
09/03/2020,FM 97.9 CULTURA," $ 16.500,00 "
09/03/2020,FM 97.9 CULTURA," $ 14.000,00 "
09/03/2020,FM 97.9 CULTURA," $ 14.000,00 "
11/03/2020,AM 790 RADIO MITRE," $ 84.700,00 "
11/03/2020,FM 93.1 LATE," $ 80.681,83 "
11/03/2020,FM 95.1 METRO," $ 49.912,50 "
12/03/2020,AM 790 RADIO MITRE," $ 480.000,00 "
12/03/2020,AM 790 RADIO MITRE," $ 312.400,00 "
12/03/2020,AM 950 CNN," $ 133.100,00 "
12/03/2020,FM 107.9 RADIO BERLIN," $ 84.700,00 "
12/03/2020,FM 107.9 RADIO BERLIN," $ 84.700,00 "
12/03/2020,FM 107.9 RADIO BERLIN," $ 84.700,00 "
12/03/2020,AM 790 RADIO MITRE," $ 20.000,00 "
13/03/2020,AM 950 CNN," $ 133.100,00 "
16/03/2020,FM 100.7 BLUE," $ 182.952,00 "
16/03/2020,FM 101.9 RADIO PERFIL," $ 103.629,24 "
16/03/2020,AM 910 LA RED," $ 102.850,00 "
16/03/2020,FM 101.1 LATINA," $ 94.743,00 "
16/03/2020,FM 97.9 CULTURA," $ 58.752,00 "
16/03/2020,FM 102.3 ASPEN," $ 51.122,50 "
16/03/2020,AM 950 CNN," $ 40.000,00 "
16/03/2020,FM 105.5 LOS 40 PRINCIPALES," $ 34.938,75 "
16/03/2020,AM 590 CONTINENTAL," $ 27.951,00 "
16/03/2020,FM 101.1 LATINA," $ 26.317,50 "
16/03/2020,FM 97.9 CULTURA," $ 23.232,00 "
16/03/2020,FM 97.9 CULTURA," $ 12.000,00 "
16/03/2020,FM 97.9 CULTURA," $ 12.000,00 "
16/03/2020,AM 1220  ECO MEDIOS," $ 11.000,00 "
16/03/2020,FM 97.9 CULTURA," $ 10.300,00 "
17/03/2020,FM 97.9 CULTURA," $ 87.609,60 "
17/03/2020,AM 790 RADIO MITRE," $ 32.832,00 "
17/03/2020,AM 1220  ECO MEDIOS," $ 30.000,00 "
17/03/2020,FM 106.7 MILENIUM," $ 28.339,20 "
17/03/2020,AM 1220  ECO MEDIOS," $ 13.200,00 "
17/03/2020,AM 1220  ECO MEDIOS," $ 10.560,00 "
17/03/2020,AM 1220  ECO MEDIOS," $ 9.600,00 "
19/03/2020,AM 910 LA RED," $ 55.000,00 "
19/03/2020,FM 97.9 CULTURA," $ 35.000,00 "
19/03/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
19/03/2020,AM 1220  ECO MEDIOS," $ 16.000,00 "
19/03/2020,FM 101.1 LATINA," $ 15.000,00 "
19/03/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
19/03/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
20/03/2020,FM 90.3 Radio Delta," $ 89.100,00 "
20/03/2020,FM 90.3 Radio Delta," $ 83.160,00 "
20/03/2020,FM 90.3 Radio Delta," $ 73.180,80 "
20/03/2020,AM 710 RADIO DIEZ," $ 69.300,00 "
20/03/2020,FM 90.3 Radio Delta," $ 50.077,44 "
20/03/2020,AM 790 RADIO MITRE," $ 42.900,00 "
20/03/2020,FM 90.3 Radio Delta," $ 40.803,84 "
20/03/2020,FM 90.3 Radio Delta," $ 39.916,80 "
20/03/2020,FM 90.3 Radio Delta," $ 30.000,00 "
20/03/2020,FM 90.3 Radio Delta," $ 20.401,92 "
20/03/2020,FM 106.7 MILENIUM," $ 17.278,00 "
20/03/2020,FM 90.3 Radio Delta," $ 16.632,00 "
20/03/2020,FM 106.7 MILENIUM," $ 14.040,00 "
20/03/2020,FM 106.7 MILENIUM," $ 12.000,00 "
22/03/2020,AM 630 RIVADAVIA," $ 36.000,00 "
22/03/2020,FM 106.7 MILENIUM," $ 23.400,00 "
22/03/2020,FM 106.7 MILENIUM," $ 21.600,00 "
22/03/2020,AM 1420 CON VOS," $ 20.000,00 "
22/03/2020,FM 106.7 MILENIUM," $ 16.000,00 "
22/03/2020,FM 106.7 MILENIUM," $ 14.400,00 "
22/03/2020,FM 106.7 MILENIUM," $ 13.200,00 "
22/03/2020,FM 106.7 MILENIUM," $ 13.068,00 "
22/03/2020,AM 1420 CON VOS," $ 12.000,00 "
23/03/2020,AM 910 LA RED," $ 23.000,00 "
23/03/2020,FM 95.1 METRO," $ 18.000,00 "
23/03/2020,FM 95.1 METRO," $ 13.200,00 "
23/03/2020,FM 95.1 METRO," $ 13.068,00 "
23/03/2020,AM 1420 CON VOS," $ 12.000,00 "
23/03/2020,DEL PLATA," $ 12.000,00 "
23/03/2020,FM 106.7 MILENIUM," $ 12.000,00 "
23/03/2020,FM 106.7 MILENIUM," $ 11.520,00 "
24/03/2020,AM 790 RADIO MITRE," $ 23.500,80 "
24/03/2020,AM 1220  ECO MEDIOS," $ 22.650,00 "
24/03/2020,AM 790 RADIO MITRE," $ 21.780,00 "
24/03/2020,FM 97.9 CULTURA," $ 17.424,00 "
24/03/2020,AM ECO PORTEÑA 1530 - FM ECO Bs.As. 88.9," $ 14.520,00 "
24/03/2020,FM 106.7 MILENIUM," $ 13.068,00 "
24/03/2020,AM 990 LA 990," $ 12.000,00 "
24/03/2020,FM 95.5 CONCEPTO," $ 9.500,00 "
25/03/2020,AM 790 RADIO MITRE," $ 40.000,00 "
25/03/2020,AM 630 RIVADAVIA," $ 25.000,00 "
25/03/2020,FM 97.9 CULTURA," $ 25.000,00 "
25/03/2020,FM 97.9 CULTURA," $ 20.000,00 "
25/03/2020,FM 97.9 CULTURA," $ 19.656,00 "
25/03/2020,FM 97.9 CULTURA," $ 19.250,00 "
25/03/2020,AM 630 RIVADAVIA," $ 18.000,00 "
25/03/2020,FM 97.9 CULTURA," $ 16.632,00 "
25/03/2020,FM 97.9 CULTURA," $ 16.500,00 "
25/03/2020,FM 97.9 CULTURA," $ 16.170,00 "
25/03/2020,FM 97.9 CULTURA," $ 15.400,00 "
25/03/2020,FM 97.9 CULTURA," $ 15.400,00 "
25/03/2020,FM 97.9 CULTURA," $ 14.000,00 "
25/03/2020,FM 97.9 CULTURA," $ 14.000,00 "
25/03/2020,FM 97.9 CULTURA," $ 13.943,00 "
25/03/2020,FM 97.9 CULTURA," $ 12.000,00 "
26/03/2020,AM 790 RADIO MITRE," $ 1.157.244,00 "
26/03/2020,FM 99.9 LA 100," $ 1.089.000,00 "
26/03/2020,AM 990 LA 990," $ 925.524,16 "
26/03/2020,FM 95.1 METRO," $ 881.787,50 "
26/03/2020,FM 95.9 ROCK AND POP," $ 800.496,67 "
26/03/2020,AM 1030 DEL PLATA," $ 395.176,32 "
26/03/2020,FM 94.3 RADIO DISNEY," $ 87.947,64 "
26/03/2020,AM 630 RIVADAVIA," $ 87.596,44 "
26/03/2020,FM 97.9 CULTURA," $ 20.000,00 "
26/03/2020,AM 910 LA RED," $ 20.000,00 "
26/03/2020,FM 97.9 CULTURA," $ 15.400,00 "
26/03/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
27/03/2020,AM 1450 EL SOL," $ 80.956,26 "
27/03/2020,FM 93.1 LATE," $ 41.164,20 "
27/03/2020,AM 1450 EL SOL," $ 32.931,36 "
27/03/2020,FM 94.3 RADIO DISNEY," $ 24.856,42 "
27/03/2020,FM 97.9 CULTURA," $ 20.000,00 "
29/03/2020,FM  96.3 RADIO JAI," $ 52.000,00 "
29/03/2020,AM 710 RADIO DIEZ," $ 42.000,00 "
29/03/2020,FM 106.7 MILENIUM," $ 25.000,00 "
29/03/2020,FM 106.7 MILENIUM," $ 21.780,00 "
29/03/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
29/03/2020,AM 1470 CADENA," $ 15.000,00 "
29/03/2020,FM 106.7 MILENIUM," $ 15.000,00 "
29/03/2020,FM 106.7 MILENIUM," $ 15.000,00 "
29/03/2020,AM 1220  ECO MEDIOS," $ 12.960,00 "
29/03/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
29/03/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
29/03/2020,FM 106.7 MILENIUM," $ 11.000,00 "
29/03/2020,FM 97.9 CULTURA," $ 10.800,00 "
29/03/2020,FM 107.1 Radio Pan y Trabajo," $ 10.562,75 "
29/03/2020,FM 91.3 SIMPHONY," $ 10.000,00 "
30/03/2020,FM 101.5 POP," $ 833.690,00 "
30/03/2020,AM 710 RADIO DIEZ," $ 705.430,00 "
30/03/2020,AM 950 CNN," $ 544.500,00 "
30/03/2020,FM 92.1 VORTERIX," $ 373.570,56 "
30/03/2020,FM 89.9 RADIO CON VOS," $ 291.821,75 "
30/03/2020,FM 95.1 METRO," $ 40.000,00 "
30/03/2020,AM 770 - COOPERATIVA -," $ 30.000,00 "
30/03/2020,AM 950 CNN," $ 25.000,00 "
30/03/2020,AM 1420 CON VOS," $ 25.000,00 "
30/03/2020,FM 101.1 LATINA," $ 20.000,00 "
30/03/2020,FM 106.7 MILENIUM," $ 20.000,00 "
30/03/2020,FM 106.7 MILENIUM," $ 19.000,00 "
30/03/2020,FM 91.1 Amadeus," $ 18.000,00 "
30/03/2020,AM 1220  ECO MEDIOS," $ 17.000,00 "
30/03/2020,AM 910 LA RED," $ 16.500,00 "
30/03/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
30/03/2020,FM 106.7 MILENIUM," $ 15.000,00 "
30/03/2020,FM 91.3 SIMPHONY," $ 14.400,00 "
30/03/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
30/03/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
30/03/2020,FM 97.9 CULTURA," $ 13.068,00 "
30/03/2020,AM 1220  ECO MEDIOS," $ 11.800,00 "
30/03/2020,AM 650 RADIO BELGRANO," $ 10.000,00 "
30/03/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
30/03/2020,AM 1420 CON VOS," $ 10.000,00 "
30/03/2020,FM 93.1 LATE," $ 10.000,00 "
30/03/2020,AM 770 - COOPERATIVA -," $ 9.000,00 "
30/03/2020,AM 1220  ECO MEDIOS," $ 8.800,00 "
31/03/2020,AM 710 RADIO DIEZ," $ 49.000,00 "
31/03/2020,FM 106.7 MILENIUM," $ 30.000,00 "
31/03/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
31/03/2020,FM 106.7 MILENIUM," $ 15.000,00 "
31/03/2020,FM 106.7 MILENIUM," $ 15.000,00 "
31/03/2020,FM 95.5 CONCEPTO," $ 12.000,00 "
31/03/2020,FM 90.9 UB," $ 12.000,00 "
31/03/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
31/03/2020,FM 90.9 UB," $ 9.000,00 "
01/04/2020,AM 950 CNN," $ 133.100,00 "
01/04/2020,AM 770 - COOPERATIVA -," $ 30.000,00 "
01/04/2020,FM 101.1 LATINA," $ 17.200,00 "
02/04/2020,AM 550 RADIO COLONIA," $ 121.992,00 "
02/04/2020,FM 95.9 ROCK AND POP," $ 72.000,00 "
02/04/2020,FM 95.9 ROCK AND POP," $ 72.000,00 "
02/04/2020,FM 95.5 CONCEPTO," $ 55.000,00 "
02/04/2020,AM 570 Radio Argentina," $ 36.000,00 "
02/04/2020,AM 910 LA RED," $ 22.000,00 "
06/04/2020,AM 650 RADIO BELGRANO," $ 15.000,00 "
06/04/2020,AM 710 RADIO DIEZ," $ 12.000,00 "
07/04/2020,FM 91.9 CLASS," $ 18.400,00 "
07/04/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
07/04/2020,FM 97.9 CULTURA," $ 10.800,00 "
07/04/2020,AM 770 - COOPERATIVA -," $ 9.000,00 "
07/04/2020,AM 1220  ECO MEDIOS," $ 7.260,00 "
08/04/2020,AM 710 RADIO DIEZ," $ 372.655,14 "
08/04/2020,FM 101.5 POP," $ 300.990,69 "
08/04/2020,FM 98.3 MEGA," $ 300.990,69 "
08/04/2020,FM 97.5 VALE," $ 229.326,24 "
08/04/2020,FM 103.1 RADIO ONE," $ 229.326,24 "
08/04/2020,FM 97.9 CULTURA," $ 87.609,60 "
08/04/2020,FM 97.9 CULTURA," $ 58.752,00 "
08/04/2020,AM 950 CNN," $ 40.000,00 "
08/04/2020,AM 790 RADIO MITRE," $ 32.832,00 "
08/04/2020,AM 1220  ECO MEDIOS," $ 30.000,00 "
08/04/2020,FM 106.7 MILENIUM," $ 28.339,20 "
08/04/2020,FM 97.9 CULTURA," $ 23.232,00 "
08/04/2020,FM 101.1 LATINA," $ 20.000,00 "
08/04/2020,AM 1220  ECO MEDIOS," $ 13.200,00 "
08/04/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
08/04/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
08/04/2020,FM 97.9 CULTURA," $ 12.000,00 "
08/04/2020,FM 97.9 CULTURA," $ 12.000,00 "
08/04/2020,AM 1220  ECO MEDIOS," $ 11.000,00 "
08/04/2020,AM 1220  ECO MEDIOS," $ 10.560,00 "
08/04/2020,FM 93.1 LATE," $ 10.000,00 "
08/04/2020,FM 97.9 CULTURA," $ 10.000,00 "
08/04/2020,AM 1220  ECO MEDIOS," $ 9.600,00 "
09/04/2020,FM 90.3 Radio Delta," $ 89.100,00 "
09/04/2020,FM 90.3 Radio Delta," $ 83.160,00 "
09/04/2020,FM 90.3 Radio Delta," $ 80.388,00 "
09/04/2020,FM 90.3 Radio Delta," $ 73.180,80 "
09/04/2020,AM 710 RADIO DIEZ," $ 69.300,00 "
09/04/2020,AM 910 LA RED," $ 55.000,00 "
09/04/2020,FM  96.3 RADIO JAI," $ 52.000,00 "
09/04/2020,FM 90.3 Radio Delta," $ 50.077,44 "
09/04/2020,AM 790 RADIO MITRE," $ 42.900,00 "
09/04/2020,FM 90.3 Radio Delta," $ 40.803,84 "
09/04/2020,FM 90.3 Radio Delta," $ 39.916,80 "
09/04/2020,FM 97.9 CULTURA," $ 35.000,00 "
09/04/2020,FM 90.3 Radio Delta," $ 30.000,00 "
09/04/2020,FM 90.3 Radio Delta," $ 20.401,92 "
09/04/2020,FM 106.7 MILENIUM," $ 19.000,00 "
09/04/2020,FM 106.7 MILENIUM," $ 17.278,00 "
09/04/2020,AM 1220  ECO MEDIOS," $ 16.000,00 "
09/04/2020,FM 101.1 LATINA," $ 15.000,00 "
09/04/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
09/04/2020,FM 106.7 MILENIUM," $ 14.040,00 "
09/04/2020,FM 106.7 MILENIUM," $ 12.000,00 "
10/04/2020,AM 1420 CON VOS," $ 20.000,00 "
10/04/2020,FM 106.7 MILENIUM," $ 13.200,00 "
10/04/2020,AM 1420 CON VOS," $ 12.000,00 "
10/04/2020,AM 1420 CON VOS," $ 12.000,00 "
11/04/2020,AM 630 RIVADAVIA," $ 36.000,00 "
11/04/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
11/04/2020,AM 630 RIVADAVIA," $ 25.000,00 "
11/04/2020,FM 106.7 MILENIUM," $ 23.400,00 "
11/04/2020,FM 106.7 MILENIUM," $ 21.600,00 "
11/04/2020,FM 106.7 MILENIUM," $ 20.000,00 "
11/04/2020,FM 106.7 MILENIUM," $ 19.800,00 "
11/04/2020,AM 630 RIVADAVIA," $ 18.000,00 "
11/04/2020,FM 106.7 MILENIUM," $ 16.000,00 "
11/04/2020,FM 106.7 MILENIUM," $ 14.400,00 "
11/04/2020,FM 106.7 MILENIUM," $ 13.068,00 "
